Bar0,28.3
Bar1,35
Bar2,34
Bar3,32.1
Bar4,31
Bar5,30
Bar6,28
Bar7,25.1
Bar8,23.3
Bar9,21
Bar10,18.9
Bar11,16.8
Bar12,16.2
Bar13,15.5
Bar14,15.1
Bar15,14.8
Bar16,14.4
Bar17,13.2
Bar18,11.8
Bar19,9
Bar20,9.1
Bar21,9.3
Bar22,9.3
Bar23,9.3
Bar24,9.4
Bar25,9.4
Bar26,9.4
Bar27,9.5
Bar28,9.4
Bar29,10.2
Bar30,10.2
Bar31,9.4
Bar32,9.3
Bar33,9
Bar34,9.1
Bar35,9.3
