Bar0,51.4
Bar1,43.6
Bar2,40.7
Bar3,36.7
Bar4,33.3
Bar5,31.5
Bar6,27.3
Bar7,25
Bar8,22
Bar9,19.3
Bar10,18.3
Bar11,17.9
Bar12,16.2
Bar13,14.7
Bar14,13.9
Bar15,13.3
Bar16,12.7
Bar17,11
Bar18,9.5
Bar19,8.7
Bar20,8.7
Bar21,8.8
Bar22,8.9
Bar23,9
Bar24,9
Bar25,8.9
Bar26,9
Bar27,9.3
Bar28,10
Bar29,10.6
Bar30,9.7
Bar31,9
Bar32,8.9
Bar33,8.7
Bar34,8.8
Bar35,8.8
