Bar0,56
Bar1,43.8
Bar2,39.9
Bar3,34.7
Bar4,32
Bar5,29.6
Bar6,24.6
Bar7,21.4
Bar8,20
Bar9,20.2
Bar10,20.1
Bar11,19.3
Bar12,17
Bar13,14.9
Bar14,13.8
Bar15,13.2
Bar16,12.4
Bar17,10.8
Bar18,9.3
Bar19,8.7
Bar20,8.8
Bar21,9
Bar22,9
Bar23,9.1
Bar24,9.4
Bar25,10
Bar26,10.5
Bar27,10.9
Bar28,10.7
Bar29,10.5
Bar30,9.9
Bar31,9.2
Bar32,9.1
Bar33,8.7
Bar34,9.1
Bar35,8.8
