0,729.052594836577,17.1541787020371,-231.581412477501,-325.929395338705,-411.700288848891,-446.008646252965,-394.546110146854,-351.660663391761,-291.621037934631,-231.581412477501,-42.8854467550928,120.07925091426,111.502161563241,68.6167148081485,42.8854467550928,8.57708935101837,-42.8854467550928,-111.502161563241,-188.695965722408
3,583.242075869262,-446.008646252965,-617.550433273336,-626.127522624355,-660.435880028429,-669.012969379447,-540.356629114169,-497.471182359076,-394.546110146854,-223.004323126483,-94.3479828612042,94.3479828612039,94.3479828612039,85.7708935101856,94.3479828612039,85.7708935101856,60.0396254571298,77.1938041591669,102.925072212223
6,-34.3083574040744,-977.788186016116,-1012.09654342019,-934.902739261023,-883.440203154911,-823.400577697782,-677.590058730466,-557.510807816206,-394.546110146854,-223.004323126483,-60.0396254571298,128.656340265278,162.964697669352,188.695965722408,223.004323126482,240.158501828519,248.735591179538,325.929395338705,420.277378199909
8,-866.286024452874,-1440.95101097112,-1355.18011746093,-1192.21541979158,-1097.86743693038,-1012.09654342019,-840.554756399819,-591.819165220281,-437.431556901946,-240.15850182852,-60.0396254571298,120.07925091426,171.541787020371,231.581412477501,265.889769881575,291.621037934631,325.929395338705,428.854467550928,548.933718465187
10,-1681.10951279964,-1766.88040630982,-1578.18444058741,-1346.60302810991,-1217.94668784463,-1115.02161563241,-754.783862889633,-617.550433273336,-420.277378199909,-205.850144424446,-17.1541787020371,111.502161563241,188.695965722408,274.466859232594,325.929395338705,360.237752742779,411.700288848891,531.77953976315,660.435880028429
11,-2084.23271229751,-1912.69092527714,-1689.68660215066,-1458.10518967315,-1269.40922395075,-1097.86743693038,-789.092220293707,-591.819165220281,-385.969020795835,-162.964697669353,34.3083574040741,111.502161563241,205.850144424445,300.198127285649,360.237752742779,403.123199497872,454.585735603983,574.664986518243,703.321326783521
13,-2804.70821778307,-2161.42651645668,-1938.42219333019,-1561.03026188538,-1303.71758135482,-1157.9070623875,-806.246398995744,-608.973343922318,-351.660663391761,-120.07925091426,-17.1541787020371,8.57708935101837,154.387608318334,274.466859232594,351.660663391761,403.123199497872,454.585735603983,583.242075869262,686.167148081484
15,-3156.36888117483,-2221.46614191381,-1912.69092527714,-1500.99063642825,-1252.25504524871,-1072.13616887732,-643.281701326392,-334.506484689724,-171.541787020371,-180.11887637139,-171.541787020371,-111.502161563241,94.3479828612039,265.889769881575,351.660663391761,411.700288848891,471.739914306021,626.127522624354,746.206773538614
16,-3242.13977468501,-2152.84942710566,-1826.92003176695,-1406.64265356704,-1157.9070623875,-977.788186016116,-540.356629114169,-265.889769881575,-120.07925091426,-120.07925091426,-128.656340265278,-77.1938041591672,137.233429616297,308.775216636668,411.700288848891,463.162824955002,540.356629114169,669.012969379447,797.669309644726
17,-3087.75216636668,-2084.23271229751,-1706.84078085269,-1303.71758135482,-994.942364718152,-729.052594836577,-317.352305987686,-240.15850182852,-231.581412477501,-248.735591179538,-248.735591179538,-154.387608318334,60.0396254571298,265.889769881575,368.814842093798,420.277378199909,488.894093008058,634.704611975373,763.360952240651
20,-2959.0958261014,-1715.41787020371,-1286.56340265278,-831.9776670488,-446.008646252965,-291.621037934631,-248.735591179538,-248.735591179538,-265.889769881575,-291.621037934631,-291.621037934631,-214.427233775464,25.7312680530557,248.735591179538,360.237752742779,428.854467550928,497.471182359076,643.281701326392,754.783862889633
